TweetID,Followed,Followers,Geotagged,TotalTweets,TwitterAge,Username,Verified,nHashtags,nMentions,nURLs
382814114860367872,2,896,True,3284,1967,Earthquake Report M6,False,6,0,1
382814115276025856,536,576,True,7752,2895,Shaheen Baloch,False,1,2,0
382814118056431616,1,740,True,22150,1967,Earthquake Report M5,False,6,0,1
382814125899784192,67,87,True,5968,1997,7 Continents News,False,6,0,1
382814134032531456,6355,8442,True,132438,2023,Armand Vervaeck 🎗️,False,6,0,1
382814138235236352,0,75,True,2190,2204,Earthquake Report,False,6,0,1
382814139623931904,106,2346,True,111234,1922,Kulbar Baloch Rind⛓,False,1,2,1
382814141620043776,7,1355,True,4385,2648,SOS Earthquakes,False,6,0,1
382814144824479746,4,1859,True,19239,2720,SOS Earthquakes,False,6,0,1
382814146620059648,490,29,True,617,1789,Zubair,False,1,1,0
382814148851023872,0,2756,True,48537,2934,SOS Earthquakes,False,6,0,1
382814152969838592,3,17068,True,66355,2965,Earthquake Report,False,6,0,1
382814156857950208,195,4511,True,54094,2225,ملاحت  ☕️🌧,False,1,2,0
382814158682877952,103,44,True,71,1798,Enzo Tarascio,False,1,1,1
382814164319993856,82,191,True,2512,2190,Iffat Zia,False,2,1,1
382814178768990208,160,1267,True,578744,3554,肉球ざんまい™,False,6,1,0
382814179624628224,833,3372,True,36641,2812,✌✌مہاجر ✌✌,False,2,2,0
382814190421168128,3327,17501,True,233038,2540,HH,False,2,1,0
382814241843343361,21,14523,True,134852,1893,STRIKE,False,6,0,0
382814257760321538,480,21691,True,22348,2816,Abdulhaq Omeri,False,2,0,0
382814286654865408,6349,5616,True,377578,3451,(((annfinster))),False,2,1,1
382814335048773632,1315,122963,True,344047,3010,Kamal Faridi,False,8,0,0
382814341247938562,777,1815,True,41791,2135,Saqib Ahmed Khanzada,False,4,1,0
382814365323247617,2903,20981,True,11965,2403,Sher Mohammad Bugti,True,1,0,0
382814369425285120,187,10447,True,210194,3242,Laiq,False,2,0,1
382814374018031616,2253,1614,True,39169,2291,２いーと,False,6,0,1
382814414220824576,747,181,True,5483,2641,Hala Fawzy,False,6,1,0
382814450119876608,682,743,True,12344,3004,Adnan Kazmy,False,3,2,1
382814489831555072,121,996,True,104984,2460,perhaps ahmed®,False,2,0,0
382814490053451776,572,115,True,7683,2456,Meizar zaoukari,False,2,1,1
382814495527038976,423,368,True,46544,2780,Yppah Syad,False,4,0,1
382814514682413056,693,6529,True,5422,2166,Laljan Bugti,False,0,1,0
382814523507621888,2990,78889,True,62725,3295,Peter Tatchell,True,6,0,1
382814530809511936,191,22,True,12,1714,hollybewer,False,5,0,1
382814531753639936,295,454,True,12268,1746,AZAD BALOCHISTAN,False,2,1,0
382814538812641280,984,28634,True,298798,2946,.,False,5,1,0
382814615500902400,10,41,True,361,1935,Osman Hyder,False,1,0,0
382814617447436288,632,1237,True,9010,2533,Ed Williams,False,1,3,0
382814633213448192,4991,3038,True,58832,2250,Navinananda,False,0,1,0
382814634090037248,158,1456,True,752090,2296,News Detector,False,3,0,1
382814651580678144,4300,1419,True,40726,2305,Mudifer,False,3,1,0
382814668257263616,4441,2286,True,424433,3271,Rashid Castle-Ali,False,1,2,0
382814695113379840,93,4497,True,238997,2896,Zenub Babur Butt,False,1,1,0
382814739367084032,1655,119279,True,215644,2404,Zarrar Khuhro,False,1,1,0
382814746774626304,50,769,True,6844,2903,Shabbir,False,3,0,1
382814752591732736,186,896395,True,103259,3357,The National,True,1,1,1
382814766852358145,557,2077,True,1036,2832,Zeresh John,False,2,0,1
382814800163508224,4992,1669,True,193458,1830,frischer_fischer,False,6,1,0
382814800293543938,869,8176,True,84203,2275,Rukhsana Qayyum Baig,False,1,2,0
382814811999838208,9736,63182,True,46752,3070,WeedWisdom,False,8,0,0
382814827439071232,870,8176,True,84203,2275,Rukhsana Qayyum Baig,False,3,2,0
382814858309140480,456,2306,True,42764,3012,Umer F. Pirzada,False,4,1,0
382814863774326784,405,395,True,9602,3751,hasanmubarak,False,1,1,0
382814873727410176,22,11,True,102,1701,Mireen baloch,False,1,0,0
382814888776577024,870,8176,True,84203,2275,Rukhsana Qayyum Baig,False,2,2,0
382814901263015937,238,1197,True,199248,2474,Jimmie Musu Garcia,False,5,1,0
382814936030019584,2157,1473,True,94582,2980,Mr. A Kundi,False,5,2,0
382814942023262208,6,40063,True,67022,2385,MULTINEWSPK,False,4,0,0
382814949988249600,1,35533,True,17135,2294,The-Muslim.com,False,2,0,0
382814975292481537,282,29,True,579,1686,Juveria Malik ,False,1,2,0
382814998864478208,61,63,True,1909,3100,Ashley Mortimer,False,1,1,0
382815020603543552,1072,33300,True,195659,3231,IBTimes UK,True,1,0,1
382815028006514688,36,156,True,262,1853,Abdul Kareem Bux,False,0,1,0
382815045748400128,891,24456,True,11490,3109,Rabia Mehmood - رابعہ,False,1,2,0
382815055781588992,490,29,True,617,1789,Zubair,False,2,3,1
382815067294543872,39,2878,True,27502,2451,Dr Uzma,False,1,0,0
382815093714870272,43,1200,True,28050,1932,Weekly City Channel,False,3,0,0
382815104850329600,880,1201,True,3940,2260,Camille Ammoun,False,5,0,1
382815117575872513,373,627,True,22393,2045,тнe SALMAN,False,2,0,0
382815134047272960,112,1788,True,107919,2877,ヅ☆PEACE♥2♥PAKISTAN☆ヅ,False,1,1,0
382815139314937856,592,2776,True,137138,2597,Earthquake Alarm,False,1,0,1
382815139994415104,592,2776,True,137138,2597,Earthquake Alarm,False,1,0,1
382815140665491456,592,2776,True,137138,2597,Earthquake Alarm,False,1,0,1
382815170923610112,104,95,True,3679,2742,Omar VQ,False,0,1,0
382815208005062656,250,204,True,4407,1790,tide,False,1,1,0
382815219891712000,36,156,True,262,1853,Abdul Kareem Bux,False,1,1,0
382815237940187136,1141,554,True,101309,2129,Falcon,False,1,0,1
382815263483506688,723,257,True,15194,3241,Karim El Shawarby,False,5,1,0
382815297347911680,1917,5041,True,96700,1936,Mohib Khan,False,4,1,0
382815302993842176,4077,58818,True,30198,2283,EU Humanitarian Aid,True,2,1,1
382815351211175936,538,116,True,700,1930,Shahbaz Ali,False,2,0,0
382815369251282944,538,794,True,165129,2437,Girish Joshi,False,1,2,0
382815393079111680,21,253,True,21276,2284,Abdulmajid Abbas MD,False,2,0,1
382815402826268672,292,73,True,2562,1807,Ammad Khan,False,2,0,0
382815408903843840,3410,4399,True,21445,3652,James George,False,3,0,1
382815450272649216,672,1771,True,53766,2215,Basit Khan Durrani 🇵🇰,False,2,0,0
382815462645440512,29,132,True,98,1787,Pak Curricula Reform,False,1,2,0
382815466344816640,1036,2482,True,4622,1776,Litbloc,False,2,0,1
382815477837225984,4412,3233,True,688237,2946,ProSyria 🇸🇾🇳🇿,False,6,1,0
382815486313906177,396,551,True,29835,3245,Awais Munawar,False,1,1,0
382815488935342082,2925,796,True,7545,2391,Beatriz Tamaroni,False,1,1,1
382815509324263424,237,270,True,13631,2633,vital sign,False,1,2,0
382815529486254080,1090,7235,True,89403,3311,Fawad Rehman,True,4,1,0
382815535982858240,18,120035,True,168293,3724,Pakistan News,False,2,0,1
382815541372932096,475,3737,True,26729,2737,rabya khan,False,1,2,0
382815548230221826,438,3066,True,15944,2869,Samar K. Esapzai,False,3,2,1
382815602164781056,330,115,True,2258,1957,Waqas,False,4,1,0
382815604484620288,1166,619,True,11907,2568,Clevey Wonder,False,5,1,0
382815607491923968,538,794,True,165129,2437,Girish Joshi,False,1,2,0
382815624936050688,166,4058,True,121523,2326,S O H A I B,False,4,1,0
382815628953804800,238,442,True,45773,3337,khizar 🙄🙄,False,2,1,0
382815649736953856,237,270,True,13631,2633,vital sign,False,2,1,0
382815654471938048,39,2878,True,27502,2451,Dr Uzma,False,1,0,0
382815657425117184,280,2258,True,435113,2154,Zeeshan Shah,False,1,1,1
382815658540818432,1809,1252,True,11459,2626,Hasneet Singh Punia,False,2,1,1
382815716300177408,116,12656,True,4805,2440,Jinnah Institute,False,0,2,0
382815731915554816,116,12656,True,4805,2440,Jinnah Institute,False,1,3,0
382815751411089408,295,454,True,12268,1746,AZAD BALOCHISTAN,False,1,0,0
382815776425525248,236,13723,True,363179,2390,Pakistan News,False,2,0,1
382815780041404416,461,3870,True,80427,2566,🇵🇰Tahir Khan🇸🇦,False,1,0,1
382815792200306688,1427,602,True,51607,2493,Somaya,False,2,0,0
382815813809364992,7280,6502,True,1882,2954,Cleo,False,1,1,1
382815843706343424,632,4022,True,86899,2304,Danish Usman,False,4,1,0
382815846189768704,538,794,True,165129,2437,Girish Joshi,False,1,2,0
382815850040143872,1462,2556,True,9138,3340,Anita Staver,False,2,1,1
382815862509826048,166,4058,True,121523,2326,S O H A I B,False,2,1,0
382815904834539520,425,1096,True,13239,2270,#saveBSOazadLeader,False,7,0,0
382815940720611328,177,171,True,18282,2612,Zohair Sultan,False,1,1,0
382815962438713344,37,1900,True,42940,1692,maria khan,False,2,0,1
382816005744889857,128,806,True,35575,1876,AabiHa,False,3,0,1
382816039899521024,1837,178,True,10022,2105,Jason Palmer,False,2,2,0
382816065270874112,538,794,True,165129,2437,Girish Joshi,False,1,2,0
382816079367512064,220,574,True,5689,2959,Meherabad,False,1,0,0
382816095201001474,135,746622,True,342474,2951,The Express Tribune,True,1,0,1
382816114889465856,166,4058,True,121523,2326,S O H A I B,False,3,0,0
382816126389866497,2128,7276,True,181200,1946,Hani Qureshi,False,4,1,0
382816138763046912,12,428,True,17859,2276,𝒮𝒶𝓁𝓂𝒶 ⋆,False,4,0,0
382816167368196096,1905,1971,True,1333,1763,World Traveller,False,1,2,1
382816180055977984,1377,1312,True,16728,3313,Sarah G,False,6,1,0
382816197588168704,135,746622,True,342474,2951,The Express Tribune,True,1,0,1
382816204877885440,2128,7276,True,181200,1946,Hani Qureshi,False,2,1,0
382816210012098560,151,2490,True,139202,2362,Australianwarnings,False,3,0,1
382816216571604992,376,314,True,20090,2525,Arslan Sherazi,False,1,0,0
382816229137719296,540,1298,True,364118,2743,RTCP24 NEWS™,False,2,1,1
382816229167099904,475,216,True,1477,3066,Arnoud Zwemmer,False,1,0,1
382816284288643072,629,653,True,3382,1919,Rahil Sheikh,False,2,0,0
382816301028089856,1311,3557,True,25192,2636,Simon Robinson,True,1,0,1
382816317260066818,1915,770,True,244051,3119,KingDon,False,4,0,0
382816326265229312,341,7070,True,200201,2299,Dawood Khattak,False,2,1,0
382816331961077761,305,187,True,13099,2274,ZeeK,False,6,1,0
382816365205127168,497,609,True,18593,3811,Ali Hassan,False,2,0,0
382816386000502784,805,270,True,2332,1851,Bernard Lynch,False,1,0,1
382816399183577088,931,2032,True,21113,3098,amurtaza,False,1,1,0
382816420356030465,393,25035,True,57582,2466,Khushal Khan,False,2,1,0
382816433455259648,987,444,True,15181,2487,Atta ul Muzafar,False,1,1,0
382816452325019649,4412,3233,True,688237,2946,ProSyria 🇸🇾🇳🇿,False,2,1,0
382816472713945088,280,2258,True,435113,2154,Zeeshan Shah,False,1,1,0
382816510604898304,441,172,True,10532,3322,Cuda,False,1,1,0
382816512249044992,437,8979,True,34038,2725,Veengas,True,4,0,1
382816578271592448,211,1125,True,66588,3251,Dennis Levy,False,5,1,0
382816597565382656,316,67146,True,38321,2745,EMSC,True,2,0,1
382816620055248896,2556,51814,True,5851,3075,UNDP Pakistan,True,2,1,1
382816628846895104,1156,46557,True,4116,1844,Enver Hoxhaj,True,1,0,0
382816646769160192,280,2258,True,435113,2154,Zeeshan Shah,False,2,1,0
382816648341630977,19,848,True,3806,1847,Archive150,False,3,0,1
382816679132020736,413,37188,True,53052,2761,Business Recorder,False,1,0,1
382816685335801856,1422,2039,True,75622,3238,Jesús Mª Sánchez,False,2,1,0
382816715907678209,962,4555,True,2910763,3033,PulpNews Crime,False,3,0,1
382816752398528512,777,8301,True,38894,2123,Qissa Khwani,False,3,1,0
382816763546587137,768,493,True,14974,3337,Wajahat Mateen,False,2,1,1
382816788473729024,777,8301,True,38894,2123,Qissa Khwani,False,2,1,0
382816798799704064,761,774,True,43045,1867,Aurangzeb Altamash,False,4,1,0
382816829875712000,624,16118,True,328422,2871,Syedih,False,2,1,0
382816842097516545,2128,7276,True,181200,1946,Hani Qureshi,False,3,0,0
382816843850719232,3573,2142,True,185772,2945,sylvain raillard,False,2,1,0
382816850884960256,488,121469,True,150635,2842,Bushra Gohar,True,2,2,0
382816856631169024,70,574,True,3670,2914,Pierre Richard Midy,False,6,0,1
382816951141015552,1014,1234,True,3176,1844,Sadiq baloch,False,2,0,1
382816958065815552,570,755,True,20933,2703,Reem Baggash,False,1,2,1
382816970250256384,697,68947,True,19548,2636,Ehsanullah Amiri,True,1,1,1
382816989795741696,2111,5626,True,4135,2300,Sports News Wire,False,8,0,1
382816993713213441,1655,119279,True,215644,2404,Zarrar Khuhro,False,2,1,0
382817010331037696,632,4022,True,86899,2304,Danish Usman,False,3,0,0
382817013053149184,1655,119279,True,215644,2404,Zarrar Khuhro,False,3,1,0
382817014873485313,178,227,True,811,1756,Ahsan Ali Zahid,False,3,0,1
382817042132258818,1662,468,True,24238,3025,علی شفیق,False,2,1,0
382817065624543233,852,14584,True,78915,3085,Shakir Husain,False,3,0,1
382817080698888192,738,785,True,25018,2655,Ragab A. Hafiez,False,2,0,1
382817085069737984,280,2258,True,435113,2154,Zeeshan Shah,False,1,1,0
382817095710294016,765,949,True,31223,3197,Farhan Syed,False,6,1,0
382817097069244416,575,1355,True,74589,3038,Imran MujeebSiddiqui,False,3,2,0
382817115780026369,431,3714,True,143846,2363,Just an Insect,False,2,1,0
382817132859256832,398,2220,True,54402,1870,Bia,False,2,1,0
382817147962925057,304,311,True,23976,2888,Usman Shahid,False,1,1,0
382817159321092096,398,2220,True,54402,1870,Bia,False,3,1,0
382817160017772544,2288,1839,True,25681,3064,Do lifestyle blog,False,1,0,0
382817175712436224,1,3369,True,81828,2697,All Pakistan News,False,1,0,1
382817190937763840,431,3714,True,143846,2363,Just an Insect,False,3,1,0
382817217185710080,497,609,True,18593,3811,Ali Hassan,False,2,0,1
382817224739680256,647,536,True,4323,2574,Muhammad Adil Khan,False,4,1,0
382817282247770112,647,536,True,4323,2574,Muhammad Adil Khan,False,4,1,0
382817283846209537,227,50656,True,43572,2846,Tahar Hani,True,1,0,0
382817293912518656,624,16118,True,328422,2871,Syedih,False,3,1,0
382817340909682688,1938,1714,True,10154,2918,カワチャン,False,1,2,0
382817353882292224,330,1224,True,18673,1865,Shoaib Iqbal,False,1,2,1
382817400300658688,365,270,True,36232,3557,Sagar Chatterjee,False,1,0,1
382817407091216386,443,73,True,3647,2296,Orang Utan,False,2,1,1
382817422979260417,121,320,True,78698,1682,Aida Leonetti,False,2,0,1
382817478541189120,355,59,True,8,1733,Janine Uberas ,False,5,0,1
382817502884945920,168,52,True,13803,2075,Ayesha U.,False,1,0,0
382817541351301120,1346,2284,True,8208,2322,Wasif Ullah,False,2,1,0
382817567519154176,0,102040,True,153596,2259,JAAG TV,True,2,0,1
382817582266335232,415,7070,True,27610,1848,Kuldeep Singh,False,1,0,0
382817615241957376,533,11809,True,16436,2099,Adam Roberts,True,0,1,0
382817630614073346,1112,1767,True,59056,2897,Abbas Ali,False,1,0,0
382817678903083008,629,694,True,25155,3243,Ahsan Raza #FBPE,False,2,1,0
382817718493138944,183,772,True,379,1675,IGC Pakistan,False,2,2,0
382817747765186560,403,4700,True,7126,2672,Y,False,2,1,1
382817794351714304,309,232,True,774,2609,Baron Anyangwe,False,1,0,0
382817810939789312,1660,23928,True,32199,2097,Pakistan Affairs,False,3,0,1
382817828422033408,138,108,True,663,2627,Matt O'Dell,False,1,1,0
382817833874231296,445,801,True,12712,2780,Mahnoor,False,4,0,0
382817848319410176,647,536,True,4323,2574,Muhammad Adil Khan,False,3,4,0
382817862349377537,29,132,True,98,1787,Pak Curricula Reform,False,1,1,0
382817970868588544,2323,1666,True,21238,1909,Media Scarecrow,False,5,1,1
382818006046212097,378,1015,True,61896,1826,دانش الیاس 🇵🇰,False,3,0,0
382818065450151936,437,8979,True,34038,2725,Veengas,True,5,0,0
382818091605843969,891,24456,True,11490,3109,Rabia Mehmood - رابعہ,False,1,2,0
382818101982953472,301,549,True,44722,2746,9SupportGaza,False,2,1,1
382818105329610752,428,1174,True,55698,2309,Adeelxxx,False,2,2,0
382818128243085312,6,7268,True,24844,2341,MULTISPORTSPK,False,7,0,0
382818181821509632,301,549,True,44722,2746,9SupportGaza,False,1,1,0
382818189995827200,6746,7549,True,224939,2040,TavernKeepers,False,8,0,1
382818190318764032,2300,2130,True,104192,2642,John Daniels,False,8,0,1
382818191401299968,4077,58819,True,30198,2283,EU Humanitarian Aid,True,2,0,1
382818218240274432,195,850,True,2022,2705,Shahnaz balóc,False,3,1,0
382818238532308993,42,50,True,2459,1830,Winston,False,1,1,1
382818251467530240,144,774,True,35772,3236,Barry Allen⚡️,False,1,2,0
382818251648282624,5,79381,True,136472,4046,Iran,False,2,0,1
382818268131885056,9,1381,True,42862,2272,Hot Beak,False,2,0,1
382818298846384128,1915,770,True,244051,3119,KingDon,False,6,0,0
382818299219673089,116,12656,True,4805,2440,Jinnah Institute,False,1,2,0
382818308208091136,647,536,True,4323,2574,Muhammad Adil Khan,False,3,0,0
382818341951254529,1829,1258,True,29150,1724,Claire,False,6,1,0
382818363480633344,4945,4562,True,27342,3261,Scott Reuter 🌲☕️🌲,False,2,1,0
382818377015640065,304,311,True,23976,2888,Usman Shahid,False,2,1,0
382818398628884481,195,850,True,2022,2705,Shahnaz balóc,False,3,1,0
382818413627711490,647,536,True,4323,2574,Muhammad Adil Khan,False,2,5,0
382818497744490496,69,1215,True,94089,3139,Tamer Yazar,False,2,0,0
382818524965502976,647,536,True,4323,2574,Muhammad Adil Khan,False,2,5,0
382818525020045313,11694,12781,True,336153,2104,Ron Hughes رون هيوز,False,5,1,1
382818532578574336,799,554,True,4296,2936,Dearbhla,False,1,0,0
382818547132801024,31,3816,True,25262,2407,Aryan_B,False,1,1,1
382818557643730944,2249,3312,True,25098,2042,Pehlay_Pakistan,False,1,1,1
382818560420360192,2960,2889,True,25281,2721,superkaif,False,1,1,1
382818570058489857,647,536,True,4323,2574,Muhammad Adil Khan,False,2,5,0
382818604695044097,1314,371,True,9408,2210,Paulo Maurício,False,2,0,1
382818613763112960,149,20967,True,284517,2020,لال بجھکڑ,False,1,0,0
382818652929544192,647,536,True,4323,2574,Muhammad Adil Khan,False,4,1,0
382818659909246976,295,454,True,12268,1746,AZAD BALOCHISTAN,False,7,0,0
382818672969920513,437,8979,True,34038,2725,Veengas,True,1,1,1
382818703777099777,10,64,True,19662,2264,Latest News,False,2,0,1
382818707967578112,512,384,True,12738,2700,Abdul Wahab Iqbal,False,2,0,0
382818716461068288,2,338,True,13578,2189,Advertising Facts,False,3,1,0
382818724408860672,1362,2788,True,24188,2223,Anam Rathor™,False,2,0,0
382818735285080064,269,337,True,18670,1927,Frazer Norris,False,1,2,0
382818744356986880,202,129,True,1967,2316,Fatima Haider,False,2,0,0
382818785037529088,1514,2966,True,101976,3227,Mustakbil.com,False,4,0,1
382818795418419201,857,10521,True,180181,3358,Chennaivision,False,1,0,1
382818823092854784,513,1144,True,4440,3110,Yasir Khan,False,4,1,0
382818823495102464,852,14584,True,78915,3085,Shakir Husain,False,1,0,1
382818856621723648,514,15504,True,18652,2610,Shah Nawaz Bugti,False,2,1,0
382818863072960512,607,106736,True,16826,2882,Sawera Pasha,False,2,0,1
382818876301791232,53,11645,True,4833,2637,Imbisat Mallick,False,4,1,0
382818877274861568,0,102040,True,153596,2259,JAAG TV,True,3,0,0
382818911332212736,2002,1231,True,16789,2097,Tooba Masood,False,3,0,1
382818933092261888,121,320,True,78698,1682,Aida Leonetti,False,2,0,1
382818961488097280,192,447,True,28124,3210,Ali Azam,False,1,2,1
382818986829684736,41,92,True,25,1712,marinda dibben,False,1,0,0
382818992143867905,721,461,True,4225,2715,Imtiaz Muslim,False,1,1,0
382818993813204993,909,1093,True,8302,3051,Adnan Rashid,False,1,1,1
382819043113046016,699,2415,True,12460,2055,ManzoorHussain Bugti,False,2,0,0
382819091054342144,0,102040,True,153596,2259,JAAG TV,True,2,0,0
382819139858870272,135,746622,True,342474,2951,The Express Tribune,True,1,0,1
382819199414177792,5,79381,True,136472,4046,Iran,False,4,0,1
382819235749040129,3372,4513,True,10636,1972,Green Cricket,False,2,0,0
382819259447267328,1219,2028,True,33781,2828,Malice,False,3,1,0
382819348764577792,423,368,True,46544,2780,Yppah Syad,False,5,0,1
382819349150461953,4,795,True,12374,2015,Mushtaq Khan,False,2,1,0
382819355035447296,5075,8282,True,23128,2578,Eve Mashoo,False,1,0,0
382819355571937281,330,1224,True,18673,1865,Shoaib Iqbal,False,3,0,0
382819389768097792,178,14878,True,134831,2879,بلڈی سویلین,False,5,0,0
382819401092706304,53041,82745,True,84841,1881,Ch Farakh Shahzad,False,2,1,0
382819416033214464,2348,1425,True,16982,2745,Silvia Suárez,False,1,2,0
382819416959758338,121,209,True,439,1728,Rabil Sindhu,False,3,0,0
382819453362130944,5,753,True,4319,1890,Sahil PTI,False,3,2,0
382819460484067328,67,1761,True,36797,1741,B.S Baloch,False,2,0,1
382819486929526784,848,697,True,24612,3087,رانا جواد احمد,False,3,0,2
382819489512828928,3983,11812,True,176087,3170,Nilim Dutta,False,1,1,1
382819534685491200,332,520,True,20861,1780,Darwesh,False,3,1,1
382819534761369600,154,18053,True,101968,3310,Tahir Imran Mian ✈,True,1,2,0
382819537588326400,80,19375,True,176615,2894,Ali Nawaz™,False,3,1,0
382819555363414018,376,2289,True,30062,2873,Tunis Daily News,False,1,0,1
382819579510403072,3012,1395,True,12991,2943,Khan Saqib| دھنی وال,False,1,0,1
382819616265084928,949,7281,True,148826,3901,Khaver Siddiqi,True,1,1,0
382819645721690113,324,312,True,15020,1819,Adnan Khan,False,4,1,0
382819649781764096,80,19375,True,176615,2894,Ali Nawaz™,False,2,1,0
382819652004352000,272,254,True,8598,2623,Nuzhat,False,3,1,0
382819657843220480,154,18053,True,101968,3310,Tahir Imran Mian ✈,True,0,3,0
382819659411509249,29,132,True,98,1787,Pak Curricula Reform,False,1,1,0
382819696611188736,490,169,True,1664,2190,DMalone,False,2,2,1
382819700377264129,3707,7614,True,53099,3254,Faria Khan,False,1,0,1
382819713413152769,127,222,True,462,1728,Che Sindhi,False,1,2,0
382819728919523329,344,1526,True,5524,2997,Aon Hussain,False,3,1,0
382819779918065664,112,1522,True,2581,1739,Mohammad Umer Bugti,False,2,1,0
382819798436290560,491,2209,True,10128,2188,UC-26 (Ex- UNIT144),False,4,1,0
382819816102318080,127,222,True,462,1728,Che Sindhi,False,2,1,0
382819854081732608,5362,6924,True,160969,3328,L4TLPrisonMinistry,False,2,1,1
382819862109638657,196,577,True,8075,2167,Jano Duniya,False,2,0,1
382819867776122880,269,415,True,24743,2817,Nafees,False,2,2,0
382819884511797248,72,194,True,14532,1984,TiGerS of ImraN KhaN,False,3,0,1
382819888986746880,433,686,True,8084,2876,Yannaⓥ,False,1,0,0
382819911031992320,177,3300,True,6728,2551,AB Bugti,False,3,0,0
382819933010137088,17,17,True,120,1872,Economic Review ,False,3,0,0
382819940501164032,118,1203,True,1527,2224,Ali Iqbal,False,4,1,0
382819969337028608,332,520,True,20861,1780,Darwesh,False,3,1,0
382819969848729600,193,181,True,12184,2426,Jeanne,False,1,2,0
382820017672187904,629,694,True,25155,3243,Ahsan Raza #FBPE,False,4,0,1
382820018695995392,425,1096,True,13239,2270,#saveBSOazadLeader,False,2,0,0
382820031005859840,209,530,True,439919,1988,NewsTreasury,False,1,0,1
382820055131893760,543,453,True,36029,3108,Bon John,False,1,1,0
382820108147888128,491,2209,True,10128,2188,UC-26 (Ex- UNIT144),False,4,1,0
382820135687716864,324,1011,True,79209,2757,Frankly,False,6,1,0
382820144000413696,731,1151,True,8747,3232,Sajjad Rizvi,False,1,2,0
382820174677946368,21,253,True,21276,2284,Abdulmajid Abbas MD,False,2,0,1
382820204994371584,6249,5704,True,31124,3101,kgcentral,False,4,0,1
382820222182637568,128,134,True,3679,2084,Anas Haruna,False,2,0,0
382820242289750017,2190,3641,True,17917,3006,Monib Raj,False,2,1,0
382820253484322817,2190,3641,True,17917,3006,Monib Raj,False,3,1,0
382820264959959040,2190,3641,True,17917,3006,Monib Raj,False,2,1,0
382820301035565056,543,453,True,36029,3108,Bon John,False,2,1,0
382820315513896961,3078,3237,True,57781,3010,غ ع ۔ جیو,False,1,1,1
382820364788969472,733,452,True,12345,1806,SJay,False,3,1,0
382820391666081792,2190,3641,True,17917,3006,Monib Raj,False,2,0,1
382820450587668480,2999,56407,True,792391,2888,Hassan Khan,False,3,2,0
